filename,timestamp,latitude,longitude,speed_mph,weather_condition_tag
2026_0419_093540_000201F.MP4,2026-04-19 09:35,32.721,-117.162,8,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:35,32.7212,-117.162,18,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:35,32.7216,,18,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:35,32.7219,-117.162,9,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.7222,-117.162,19,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.7226,-117.162,24,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.723,-117.162,8,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.7233,-117.162,19,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.7237,-117.162,19,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.7239,,8,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.7242,-117.162,18,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.7246,-117.1621,22,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.725,-117.1621,7,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.7252,,16,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.7256,-117.1621,20,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:36,32.7259,-117.1621,13,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.7261,-117.1621,11,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.7264,-117.1621,20,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.7269,,18,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.7271,-117.1621,7,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.7272,-117.1621,13,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.7276,-117.1621,23,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.7281,-117.1621,23,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.7286,,25,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.7291,-117.1621,20,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.7296,,24,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.73,-117.1621,22,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:37,32.7305,-117.1621,21,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:38,32.7309,,20,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:38,32.7312,-117.1621,9,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:38,32.7313,-117.1621,0,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:38,32.7313,-117.1621,0,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:38,32.7313,-117.1621,3,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:38,32.7316,-117.1621,17,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:38,32.732,,19,overcast
2026_0419_093540_000201F.MP4,2026-04-19 09:38,32.7323,,8,overcast
