filename,timestamp,latitude,longitude,speed_mph,weather_condition_tag
2026_0418_124324_000103F.MP4,,32.7695,-117.1615,69,glare
2026_0418_124324_000103F.MP4,,32.7709,-117.1612,70,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:43,32.7723,,69,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:43,32.7736,-117.1608,69,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:43,32.775,,69,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:43,32.7763,,66,glare
2026_0418_124324_000103F.MP4,,32.7775,,1,glare
2026_0418_124324_000103F.MP4,,,,59,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:44,32.7798,,54,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:44,32.7809,,54,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:44,,,56,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:44,32.7831,-117.162,57,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:44,32.7842,-117.1616,54,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:44,32.785,,54,glare
2026_0418_124324_000103F.MP4,,32.7863,-117.1608,55,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:44,32.7872,-117.1605,57,glare
2026_0418_124324_000103F.MP4,,32.7885,-117.16,62,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:44,32.7895,-117.1596,62,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:44,32.791,,63,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:44,32.7919,-117.1588,58,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:45,32.7931,-117.1584,45,glare
2026_0418_124324_000103F.MP4,,32.7938,-117.1581,44,glare
2026_0418_124324_000103F.MP4,,32.7948,-117.1577,47,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:45,32.7956,-117.1575,51,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:45,32.7968,-117.1571,51,glare
2026_0418_124324_000103F.MP4,,32.7976,,54,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:45,32.799,-117.1563,62,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:45,32.8,,67,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:45,32.8015,-117.1553,67,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:45,32.8026,-117.1549,1,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:45,32.8043,-117.1543,70,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:45,32.8053,,69,glare
2026_0418_124324_000103F.MP4,,32.8069,,67,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:46,32.8078,,64,glare
2026_0418_124324_000103F.MP4,2026-04-18 12:46,32.8094,,64,glare
2026_0418_124324_000103F.MP4,,32.8103,,65,glare
