filename,timestamp,latitude,longitude,speed_mph,weather_condition_tag
2026_0418_135224_000149F.MP4,2026-04-18 13:52,32.9233,,72,glare
2026_0418_135224_000149F.MP4,,32.9224,,62,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:52,32.9217,-117.25,59,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:52,32.9204,-117.2493,57,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:52,32.9195,,61,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:52,32.918,,60,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:52,32.9172,-117.2482,53,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:52,32.9161,-117.2473,49,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:53,32.9155,-117.2468,47,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:53,32.9145,,48,glare
2026_0418_135224_000149F.MP4,2026-04-18 01:53,,-117.2456,50,clear
2026_0418_135224_000149F.MP4,2026-04-18 01:53,32.9127,-117.2451,5,clear
2026_0418_135224_000149F.MP4,2026-04-18 13:58,32.9119,-117.2449,38,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:53,32.9112,-117.2448,22,glare
2026_0418_135224_000149F.MP4,2026-04-18 01:53,32.911,-117.2448,10,clear
2026_0418_135224_000149F.MP4,2026-04-18 13:53,32.9107,-117.2447,21,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:53,32.9102,,33,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:53,,-117.2444,43,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:53,32.9086,-117.2443,34,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:53,32.9079,-117.2441,32,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,,-117.244,34,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,32.9064,-117.2438,41,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,32.9058,-117.2437,39,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,32.9048,-117.2435,41,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,,-117.2433,43,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,32.9031,-117.2431,42,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,32.9025,,38,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,,-117.2428,44,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,32.9008,-117.2426,45,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,,-117.2424,50,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,32.8988,-117.2422,45,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:54,32.8977,-117.242,48,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:56,,-117.2418,48,glare
2026_0418_135224_000149F.MP4,2026-04-18 13:56,,-117.2416,37,glare
2026_0418_135224_000149F.MP4,2026-04-18 01:55,32.8953,-117.2415,36,clear
2026_0418_135224_000149F.MP4,2026-04-18 01:55,32.8945,-117.2413,33,clear
