filename,timestamp,latitude,longitude,speed_mph,weather_condition_tag
2026_0418_142735_000171F.MP4,2026-04-18 02:27,32.7348,-117.1749,37,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:27,32.7341,-117.1743,47,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:27,32.7333,-117.1736,48,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:27,32.7325,-117.1731,46,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:27,32.7316,,46,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:28,32.7308,-117.1723,38,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:28,32.7302,-117.172,20,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:28,32.7301,,16,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:28,32.7302,-117.1713,12,clear
2026_0418_142735_000171F.MP4,,32.7302,-117.1713,0,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:28,32.7302,-117.1713,0,clear
2026_0418_142735_000171F.MP4,,32.7302,-117.1713,0,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:28,32.7304,-117.1709,28,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:28,32.7306,-117.1702,30,clear
2026_0418_142735_000171F.MP4,,32.7308,,13,clear
2026_0418_142735_000171F.MP4,,32.7308,-117.1695,10,clear
2026_0418_142735_000171F.MP4,,32.7309,-117.1691,22,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:29,32.731,-117.1687,9,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:29,32.7309,-117.1685,14,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:29,32.7306,-117.1685,9,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:29,32.7304,-117.1684,11,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:29,32.7302,-117.1683,6,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:29,32.7301,-117.1683,7,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:29,,,13,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:29,,,14,clear
2026_0418_142735_000171F.MP4,,,,13,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:29,32.731,,4,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:29,32.7309,-117.1686,3,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:29,32.7309,,2,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:30,32.731,-117.1686,1,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:30,32.7309,-117.1686,1,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:30,32.7309,,0,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:30,32.7309,,0,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:30,32.7309,-117.1686,0,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:30,32.7309,-117.1686,0,clear
2026_0418_142735_000171F.MP4,2026-04-18 02:30,32.7309,,0,clear
