filename,timestamp,latitude,longitude,speed_mph,weather_condition_tag
2026_0419_091740_000189F.MP4,2026-04-19 09:17,32.7116,-117.1647,0,overcast
2026_0419_091740_000189F.MP4,,32.7116,-117.1647,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:17,32.7116,-117.1647,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:17,32.71115,,11,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,-117.1644,17,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,-117.164,9,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,-117.1639,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,-117.1639,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,-117.1639,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,-117.1639,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,-117.1639,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,-117.1639,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,-117.1639,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,,13,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,-117.1634,21,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:18,32.7114,-117.1628,21,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.7114,-117.1623,18,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.7114,-117.1621,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.7114,-117.1621,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.7114,-117.1621,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.7114,-117.1621,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.7114,-117.1621,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.7114,-117.1618,19,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.7114,-117.1613,22,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.7114,-117.1608,21,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.7115,-117.1602,21,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.7115,-117.1597,24,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:19,32.71015,-117.1591,21,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:20,32.7115,-117.1585,26,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:20,32.7115,-117.1579,25,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:20,32.7114,-117.1575,12,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:20,32.7111,-117.1574,20,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:20,,-117.1574,14,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:20,32.7106,,0,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:20,32.7104,-117.1574,15,overcast
2026_0419_091740_000189F.MP4,2026-04-19 09:20,,,23,overcast
