filename,timestamp,latitude,longitude,speed_mph
2026_0418_124624_000105F.MP4,,,,1
2026_0418_124624_000105F.MP4,2026-04-18 12:46,,,69
2026_0418_124624_000105F.MP4,2026-04-18 12:46,,,68
2026_0418_124624_000105F.MP4,,,,1
2026_0418_124624_000105F.MP4,,,-117.1589,74
2026_0418_124624_000105F.MP4,2026-04-18 12:46,,,76
2026_0418_124624_000105F.MP4,,32.8186,,79
2026_0418_124624_000105F.MP4,2026-04-18 12:46,,,76
2026_0418_124624_000105F.MP4,2026-04-18 12:47,32.8214,-117.1622,76
2026_0418_124624_000105F.MP4,2026-04-18 12:47,32.8225,,1
2026_0418_124624_000105F.MP4,2026-04-18 12:47,32.824,,69
2026_0418_124624_000105F.MP4,2026-04-18 12:47,32.8253,,68
2026_0418_124624_000105F.MP4,2026-04-18 12:47,,,1
2026_0418_124624_000105F.MP4,2026-04-18 12:47,,,73
2026_0418_124624_000105F.MP4,2026-04-18 12:47,32.8291,-117.1668,73
2026_0418_124624_000105F.MP4,2026-04-18 12:47,32.8304,-117.1676,71
2026_0418_124624_000105F.MP4,2026-04-18 12:47,,,73
2026_0418_124624_000105F.MP4,2026-04-18 12:47,32.8331,-117.1692,72
2026_0418_124624_000105F.MP4,2026-04-18 12:47,32.8344,-117.1699,71
2026_0418_124624_000105F.MP4,2026-04-18 12:47,,,1
2026_0418_124624_000105F.MP4,2026-04-18 12:48,32.8369,,70
2026_0418_124624_000105F.MP4,2026-04-18 12:48,32.8382,,70
2026_0418_124624_000105F.MP4,2026-04-18 12:48,,,69
2026_0418_124624_000105F.MP4,2026-04-18 12:48,,,69
2026_0418_124624_000105F.MP4,2026-04-18 12:48,32.8419,,1
2026_0418_124624_000105F.MP4,2026-04-18 12:48,32.8433,,73
2026_0418_124624_000105F.MP4,2026-04-18 12:48,32.8446,,75
2026_0418_124624_000105F.MP4,2026-04-18 12:48,32.846,-117.1769,76
2026_0418_124624_000105F.MP4,2026-04-18 12:48,32.8473,,1
2026_0418_124624_000105F.MP4,,32.8485,-117.1785,70
2026_0418_124624_000105F.MP4,2026-04-18 12:48,32.8498,,68
2026_0418_124624_000105F.MP4,2026-04-18 12:48,,-117.18,67
2026_0418_124624_000105F.MP4,,32.8522,,68
2026_0418_124624_000105F.MP4,2026-04-18 12:49,32.8534,,68
2026_0418_124624_000105F.MP4,,32.8546,,67
2026_0418_124624_000105F.MP4,2026-04-18 12:49,32.8558,,67
