filename,timestamp,latitude,longitude,speed_mph
2026_0425_162549_000107F.MP4,2026-04-25 16:25,32.7668,,24
2026_0425_162549_000107F.MP4,2026-04-25 16:25,32.7664,-117.1521,26
2026_0425_162549_000107F.MP4,2026-04-25 16:25,32.766,,32
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7657,-117.1534,43
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7655,,56
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7651,-117.1559,57
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7648,,52
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7645,-117.1583,52
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7642,-117.1596,55
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7639,,52
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7636,,51
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7633,-117.1631,47
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7627,-117.1639,50
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7617,-117.1642,48
2026_0425_162549_000107F.MP4,2026-04-25 16:26,32.7608,,50
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.76,,50
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.7593,-117.1621,46
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.7586,,49
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.7578,,55
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.7569,-117.1597,54
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.7558,,58
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.7547,-117.1588,62
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.7535,-117.1584,55
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.7525,-117.1581,50
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.7515,,48
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.7506,,48
2026_0425_162549_000107F.MP4,2026-04-25 16:27,32.7498,-117.1592,39
2026_0425_162549_000107F.MP4,2026-04-25 16:28,32.7491,-117.1595,34
2026_0425_162549_000107F.MP4,2026-04-25 16:28,32.7484,-117.1596,30
2026_0425_162549_000107F.MP4,2026-04-25 16:28,32.7478,,28
2026_0425_162549_000107F.MP4,2026-04-25 16:28,32.7474,-117.1596,14
2026_0425_162549_000107F.MP4,2026-04-25 16:28,32.7473,-117.1596,1
2026_0425_162549_000107F.MP4,2026-04-25 16:28,32.7473,-117.1596,0
2026_0425_162549_000107F.MP4,2026-04-25 16:28,32.7473,-117.1596,0
2026_0425_162549_000107F.MP4,2026-04-25 16:28,32.7473,-117.1596,0
2026_0425_162549_000107F.MP4,2026-04-25 16:28,32.7473,-117.1596,0
