filename,timestamp,latitude,longitude,speed_mph
2026_0424_184250_000043F.MP4,2026-04-24 18:42,32.7252,-117.2271,24
2026_0424_184250_000043F.MP4,2026-04-24 18:42,32.7255,-117.2268,19
2026_0424_184250_000043F.MP4,2026-04-24 18:42,32.7256,-117.2262,26
2026_0424_184250_000043F.MP4,2026-04-24 18:43,32.7256,-117.2256,29
2026_0424_184250_000043F.MP4,2026-04-24 18:43,32.7256,-117.2248,30
2026_0424_184250_000043F.MP4,2026-04-24 18:43,32.7256,-117.2241,32
2026_0424_184250_000043F.MP4,2026-04-24 18:43,32.7256,-117.2233,29
2026_0424_184250_000043F.MP4,2026-04-24 18:43,32.7256,-117.2227,23
2026_0424_184250_000043F.MP4,2026-04-24 18:43,32.7256,,15
2026_0424_184250_000043F.MP4,2026-04-24 18:43,32.7256,-117.222,7
2026_0424_184250_000043F.MP4,2026-04-24 18:43,32.7256,-117.2216,22
2026_0424_184250_000043F.MP4,2026-04-24 18:43,32.7257,-117.2209,29
2026_0424_184250_000043F.MP4,2026-04-24 18:43,,-117.2203,34
2026_0424_184250_000043F.MP4,2026-04-24 18:43,32.7264,-117.2195,40
2026_0424_184250_000043F.MP4,2026-04-24 18:43,32.7268,-117.2187,37
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.7272,-117.2179,39
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.7276,,43
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.7279,-117.216,44
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.7281,-117.215,44
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.7284,-117.214,46
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.7285,,44
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.7286,,41
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.7287,-117.2109,43
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.7288,,43
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.7289,,42
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.729,,43
2026_0424_184250_000043F.MP4,2026-04-24 18:44,32.7291,-117.2068,44
2026_0424_184250_000043F.MP4,2026-04-24 18:45,32.7292,,43
2026_0424_184250_000043F.MP4,2026-04-24 18:45,32.7293,,42
2026_0424_184250_000043F.MP4,2026-04-24 18:45,32.7293,-117.2037,42
2026_0424_184250_000043F.MP4,2026-04-24 18:45,32.7293,-117.2027,42
2026_0424_184250_000043F.MP4,2026-04-24 18:45,32.7293,-117.2017,42
2026_0424_184250_000043F.MP4,2026-04-24 18:45,32.7293,-117.2006,42
2026_0424_184250_000043F.MP4,2026-04-24 18:45,32.7293,-117.1996,44
2026_0424_184250_000043F.MP4,2026-04-24 18:45,32.7293,-117.1986,42
2026_0424_184250_000043F.MP4,2026-04-24 18:45,32.7293,-117.1976,41
