filename,timestamp,latitude,longitude,speed_mph
2026_0418_124024_000101F.MP4,2026-04-18 12:40,32.7679,-117.1538,0
2026_0418_124024_000101F.MP4,2026-04-18 12:40,32.7679,-117.1538,0
2026_0418_124024_000101F.MP4,2026-04-18 12:40,32.7679,-117.1538,0
2026_0418_124024_000101F.MP4,2026-04-18 12:40,32.7679,,0
2026_0418_124024_000101F.MP4,2026-04-18 12:40,32.7679,-117.1538,0
2026_0418_124024_000101F.MP4,2026-04-18 12:40,32.7679,-117.1538,0
2026_0418_124024_000101F.MP4,2026-04-18 12:40,32.7679,-117.1538,0
2026_0418_124024_000101F.MP4,2026-04-18 12:40,32.7679,-117.1538,0
2026_0418_124024_000101F.MP4,2026-04-18 12:41,32.7679,-117.1538,0
2026_0418_124024_000101F.MP4,2026-04-18 12:41,32.7679,,0
2026_0418_124024_000101F.MP4,2026-04-18 12:41,32.7679,,0
2026_0418_124024_000101F.MP4,2026-04-18 12:41,32.7679,-117.1538,0
2026_0418_124024_000101F.MP4,2026-04-18 12:44,32.7679,,5
2026_0418_124024_000101F.MP4,2026-04-18 12:41,32.7677,-117.1537,8
2026_0418_124024_000101F.MP4,2026-04-18 12:41,32.7675,-117.1536,12
2026_0418_124024_000101F.MP4,2026-04-18 12:41,32.7672,-117.1535,13
2026_0418_124024_000101F.MP4,2026-04-18 12:41,32.7669,-117.1534,14
2026_0418_124024_000101F.MP4,2026-04-18 12:41,32.7668,,17
2026_0418_124024_000101F.MP4,2026-04-18 12:41,32.7669,-117.1526,22
2026_0418_124024_000101F.MP4,2026-04-18 12:41,,-117.1521,19
2026_0418_124024_000101F.MP4,2026-04-18 12:42,32.7603,,24
2026_0418_124024_000101F.MP4,2026-04-18 12:42,32.766,,29
2026_0418_124024_000101F.MP4,2026-04-18 12:42,32.7658,,38
2026_0418_124024_000101F.MP4,2026-04-18 12:42,32.7655,,42
2026_0418_124024_000101F.MP4,2026-04-18 12:42,32.7653,,41
2026_0418_124024_000101F.MP4,2026-04-18 12:42,32.765,,43
2026_0418_124024_000101F.MP4,2026-04-18 12:42,32.7648,,36
2026_0418_124024_000101F.MP4,2026-04-18 12:42,32.7647,,42
2026_0418_124024_000101F.MP4,2026-04-18 12:42,32.7644,,47
2026_0418_124024_000101F.MP4,2026-04-18 12:42,32.7642,,39
2026_0418_124024_000101F.MP4,2026-04-18 12:42,,,37
2026_0418_124024_000101F.MP4,2026-04-18 12:42,,-117.1617,34
2026_0418_124024_000101F.MP4,2026-04-18 12:43,,-117.1622,32
2026_0418_124024_000101F.MP4,2026-04-18 12:43,32.7659,-117.1624,38
2026_0418_124024_000101F.MP4,2026-04-18 12:43,32.7669,,59
2026_0418_124024_000101F.MP4,2026-04-18 12:43,32.7682,,68
